date,hour,day,post_type,category,traffic_source,cta,likes,comments,shares,saves,impressions,followers_gained,caption_length,hashtags
2024-12-18,3,Wednesday,image,Lifestyle,External,1,892,23,28,135,16464,66,114,9
2024-12-04,8,Wednesday,carousel,Food,Reels Feed,0,58,3,0,10,3424,458,115,6
2025-06-13,23,Friday,carousel,Comedy,Home Feed,1,97,4,5,7,3198,754,115,8
2025-11-01,3,Saturday,image,Food,Reels Feed,0,188,5,7,37,7248,827,106,5
2025-03-29,17,Saturday,reel,Travel,Reels Feed,0,109,6,6,13,8342,322,116,8
2025-11-10,0,Monday,image,Beauty,Explore,0,640,19,34,80,19507,945,103,4
2025-01-17,11,Friday,carousel,Lifestyle,Profile,0,125,2,7,17,7735,275,116,11
2025-02-26,17,Wednesday,image,Beauty,Reels Feed,0,100,3,4,22,3857,496,121,8
2025-09-27,20,Saturday,reel,Technology,Hashtags,1,52,0,1,6,4919,640,123,7
2025-05-15,10,Thursday,reel,Food,Home Feed,1,82,2,3,12,5754,383,115,8
2025-06-07,20,Saturday,carousel,Beauty,Home Feed,0,313,17,15,40,5712,827,112,6
2024-12-16,12,Monday,carousel,Photography,External,1,84,4,1,13,6313,134,121,10
2025-09-03,17,Wednesday,image,Fashion,Hashtags,0,319,14,15,50,6655,815,129,8
2025-01-05,3,Sunday,image,Fashion,Profile,1,1055,25,64,0,18860,459,114,3
2025-07-23,23,Wednesday,carousel,Photography,Hashtags,0,123,5,6,21,7665,52,106,5
2025-10-15,0,Wednesday,reel,Beauty,Hashtags,1,12,0,1,2,776,359,126,8
2025-04-14,12,Monday,carousel,Comedy,Reels Feed,0,154,4,8,18,4959,847,111,7
2025-09-11,1,Thursday,reel,Photography,External,0,67,2,4,6,2191,450,116,9
2025-04-28,14,Monday,reel,Lifestyle,Explore,1,1645,57,94,279,46615,545,111,16
2025-04-10,1,Thursday,image,Music,Profile,1,126,4,6,19,2357,661,118,4
2025-02-21,20,Friday,carousel,Travel,Hashtags,0,405,9,28,67,6294,52,106,16
2025-09-08,11,Monday,reel,Comedy,Hashtags,1,392,9,24,46,7210,850,140,9
2025-09-23,17,Tuesday,carousel,Lifestyle,Profile,1,94,7,0,15,9895,375,104,13
2025-06-05,7,Thursday,image,Beauty,Reels Feed,0,366,19,19,54,8181,209,112,7
2024-12-24,2,Tuesday,reel,Comedy,Home Feed,1,217,6,11,28,4406,560,128,7
2025-05-06,2,Tuesday,carousel,Comedy,Home Feed,1,236,3,8,21,9332,944,127,7
2025-08-25,23,Monday,carousel,Beauty,Reels Feed,0,46,1,6,3,3070,123,131,8
2025-08-13,0,Wednesday,carousel,Photography,Home Feed,1,141,1,7,23,2809,818,137,6
2024-12-11,3,Wednesday,reel,Beauty,External,0,638,22,37,93,12562,915,111,6
2025-10-08,22,Wednesday,carousel,Food,Profile,1,110,3,5,17,7400,444,131,10
2025-02-20,4,Thursday,image,Food,Hashtags,0,734,18,28,93,18204,366,124,7
2025-03-08,12,Saturday,reel,Travel,Explore,0,903,33,40,154,41381,805,110,5
2025-10-03,12,Friday,image,Fashion,Hashtags,0,330,3,17,56,9157,179,126,8
2024-11-21,2,Thursday,reel,Fitness,Profile,0,340,9,10,46,8198,409,126,9
2025-04-03,7,Thursday,image,Travel,Profile,1,560,18,34,114,11496,254,107,9
2025-06-19,20,Thursday,reel,Travel,Home Feed,1,308,5,9,0,8478,421,116,6
2025-11-10,5,Monday,carousel,Music,Explore,0,110,5,6,18,4375,973,109,8
2025-07-27,0,Sunday,carousel,Fitness,External,0,81,2,5,0,3986,79,107,8
2025-01-24,2,Friday,carousel,Fashion,Reels Feed,0,463,0,17,63,8058,2,126,6
2025-07-12,9,Saturday,carousel,Comedy,External,1,630,0,23,89,11433,487,116,9
2024-12-29,19,Sunday,reel,Fitness,Reels Feed,1,122,0,4,0,5561,668,118,6
2025-11-17,15,Monday,reel,Music,External,0,85,0,5,12,3194,152,111,7
2025-05-20,3,Tuesday,image,Technology,Profile,0,222,9,8,40,4373,607,113,9
2025-11-01,20,Saturday,reel,Travel,Hashtags,0,77,2,2,13,1873,394,118,6
2025-07-01,15,Tuesday,carousel,Beauty,Home Feed,0,0,2,7,19,2099,264,128,14
2025-08-05,12,Tuesday,carousel,Travel,Profile,0,177,2,17,26,3397,723,120,12
2025-05-31,3,Saturday,image,Photography,Profile,0,158,7,5,31,4575,822,126,7
2025-04-03,22,Thursday,carousel,Music,Explore,1,919,0,40,142,23132,800,117,4
2025-10-04,7,Saturday,reel,Travel,Reels Feed,1,83,5,0,7,5539,107,117,5
2025-08-12,22,Tuesday,image,Travel,Hashtags,0,786,13,41,125,16222,745,136,10
2025-06-05,17,Thursday,carousel,Fitness,Home Feed,0,588,15,32,93,18699,761,123,5
2025-04-05,14,Saturday,reel,Fitness,Home Feed,0,50,0,3,5,7017,220,92,9
2025-09-28,12,Sunday,image,Beauty,Hashtags,0,427,10,18,72,6985,996,113,11
2025-06-04,0,Wednesday,reel,Lifestyle,Reels Feed,0,965,29,62,147,26605,702,118,10
2025-08-10,4,Sunday,image,Photography,Explore,0,220,5,18,27,5995,181,129,8
2024-11-30,23,Saturday,carousel,Beauty,Home Feed,1,52,2,2,7,4895,327,104,6
2025-10-28,11,Tuesday,carousel,Technology,External,0,297,8,15,38,6472,636,103,8
2025-02-08,0,Saturday,carousel,Photography,Explore,0,89,3,4,17,5299,802,117,7
2025-10-08,12,Wednesday,carousel,Fitness,Home Feed,0,137,7,6,25,5596,803,121,10
2025-05-11,17,Sunday,carousel,Travel,External,0,68,3,2,13,6258,961,111,9
2025-09-30,12,Tuesday,reel,Comedy,Hashtags,1,83,2,0,11,3315,280,117,8
2025-01-30,12,Thursday,carousel,Travel,Home Feed,0,157,1,7,27,4440,211,118,5
2025-08-21,5,Thursday,carousel,Fashion,Home Feed,1,108,3,4,14,3595,6,143,4
2025-01-28,16,Tuesday,carousel,Beauty,Explore,1,36,0,0,3,1401,511,120,9
2025-06-23,23,Monday,carousel,Photography,Profile,0,161,6,11,24,3034,259,126,7
2024-12-09,18,Monday,image,Comedy,Profile,0,313,4,19,52,6536,30,120,10
2025-03-30,19,Sunday,reel,Fashion,External,1,76,0,5,7,5431,844,137,6
2025-01-17,9,Friday,image,Technology,Hashtags,1,69,4,4,9,5446,100,110,6
2025-05-31,4,Saturday,reel,Travel,Profile,0,222,11,14,30,4463,437,141,11
2025-06-30,8,Monday,carousel,Lifestyle,Profile,1,273,9,10,41,9316,44,137,5
2025-09-08,4,Monday,carousel,Music,Profile,0,168,10,6,35,5292,812,121,6
2024-12-12,21,Thursday,reel,Fashion,Hashtags,0,360,15,24,60,5230,449,135,8
2025-07-02,13,Wednesday,carousel,Travel,Hashtags,0,173,3,6,27,4482,908,117,13
2025-08-22,22,Friday,image,Travel,Home Feed,1,263,4,10,29,6447,566,118,8
2025-08-07,4,Thursday,reel,Photography,Reels Feed,0,47,5,0,3,4912,349,123,8
2024-12-09,15,Monday,reel,Photography,External,1,375,16,22,69,6354,203,127,7
2025-08-16,20,Saturday,carousel,Lifestyle,Home Feed,0,261,9,11,24,8944,656,126,7
2025-02-17,1,Monday,reel,Fashion,External,1,654,30,38,83,12445,981,127,11
2025-10-10,13,Friday,reel,Fitness,Home Feed,0,195,7,10,25,4866,714,117,9
2025-09-30,17,Tuesday,reel,Photography,Explore,0,101,3,5,11,1973,70,118,8
2025-03-02,5,Sunday,image,Music,Profile,0,128,5,6,24,7307,52,129,12
2025-05-24,9,Saturday,carousel,Travel,External,0,603,13,38,81,13449,909,130,12
2025-04-21,5,Monday,image,Travel,External,1,0,17,40,98,10833,975,103,10
2025-02-25,9,Tuesday,image,Technology,External,0,360,12,18,57,3260,870,125,8
2025-07-07,5,Monday,image,Technology,Hashtags,0,161,3,10,30,5083,115,95,10
2025-10-04,2,Saturday,carousel,Lifestyle,Reels Feed,0,353,8,15,46,6397,580,113,7
2025-08-30,11,Saturday,reel,Fashion,Hashtags,0,230,6,15,37,5896,512,134,8
2025-03-30,22,Sunday,carousel,Food,Profile,1,145,3,7,25,2912,226,118,7
2025-08-07,19,Thursday,carousel,Comedy,Hashtags,1,154,4,7,23,2899,297,117,5
2025-06-14,19,Saturday,image,Photography,Explore,0,66,1,4,12,2729,118,112,7
2025-10-19,2,Sunday,image,Fashion,Home Feed,0,189,6,13,28,4346,828,132,8
2025-09-28,0,Sunday,carousel,Travel,Reels Feed,0,173,7,7,31,4134,247,136,8
2025-08-11,19,Monday,carousel,Beauty,Home Feed,0,406,16,22,0,13672,968,115,5
2025-06-26,13,Thursday,carousel,Technology,Profile,0,444,17,27,65,10018,735,125,9
2025-04-11,2,Friday,carousel,Comedy,Reels Feed,0,658,0,41,102,21345,848,124,6
2025-06-19,15,Thursday,carousel,Photography,Explore,1,32,0,1,4,1555,550,113,13
2025-07-02,13,Wednesday,reel,Fitness,Home Feed,0,458,18,16,60,22782,118,112,4
2025-01-24,2,Friday,reel,Fitness,Explore,0,240,8,18,31,5271,988,111,10
2025-01-12,5,Sunday,reel,Technology,External,0,469,12,31,66,8632,202,98,10
2025-04-20,8,Sunday,image,Fashion,Profile,0,78,0,3,12,1833,302,99,9
2025-02-04,0,Tuesday,image,Photography,Explore,0,873,0,37,125,18144,826,104,4
2024-12-12,8,Thursday,image,Comedy,External,0,205,3,10,31,5058,617,101,14
2025-10-25,11,Saturday,reel,Travel,Home Feed,1,39,1,1,6,1316,313,126,10
2025-10-21,1,Tuesday,image,Fashion,Reels Feed,0,202,8,10,33,4790,498,128,6
2025-11-16,10,Sunday,carousel,Technology,Hashtags,0,195,8,12,35,5942,792,128,7
2025-05-07,13,Wednesday,image,Lifestyle,Home Feed,0,314,17,16,62,6927,742,125,9
2025-10-10,2,Friday,carousel,Food,Profile,0,70,1,1,9,5930,740,129,8
2025-09-23,12,Tuesday,reel,Fashion,External,1,84,2,4,14,2481,528,117,9
2025-09-13,8,Saturday,carousel,Music,Reels Feed,1,288,19,21,39,5408,971,122,5
2025-07-14,7,Monday,image,Photography,Reels Feed,0,217,4,11,39,8579,197,121,4
2025-07-10,8,Thursday,image,Fitness,Profile,0,101,6,5,9,4932,825,114,6
2025-07-30,7,Wednesday,carousel,Music,Explore,1,507,20,18,76,10896,998,119,7
2025-10-31,21,Friday,carousel,Fashion,Profile,0,146,6,10,19,3983,778,106,4
2025-07-24,15,Thursday,image,Fashion,Explore,1,150,7,10,13,10072,523,138,6
2025-08-16,2,Saturday,carousel,Music,Reels Feed,1,239,5,8,34,13719,836,112,7
2025-02-28,3,Friday,image,Lifestyle,Home Feed,0,107,2,13,26,2034,714,130,11
2025-11-16,0,Sunday,carousel,Music,Hashtags,0,28,0,1,4,1433,612,130,11
2024-12-21,6,Saturday,image,Travel,External,0,1362,33,78,227,26844,626,129,8
2024-12-07,17,Saturday,reel,Comedy,Profile,0,155,3,11,0,10502,9,112,8
2025-09-05,16,Friday,image,Music,Home Feed,1,587,14,40,85,14304,949,128,6
2025-02-05,7,Wednesday,reel,Music,Reels Feed,1,99,2,6,15,12776,860,129,6
2024-11-23,9,Saturday,image,Photography,Profile,0,799,17,38,0,19224,9,121,8
2025-11-19,15,Wednesday,image,Comedy,Reels Feed,1,332,11,12,38,11437,569,123,6
2025-01-04,10,Saturday,carousel,Food,Reels Feed,1,1101,21,21,168,5780,833,107,10
2025-06-12,10,Thursday,reel,Music,Reels Feed,1,279,7,11,35,8768,436,123,10
2025-08-07,12,Thursday,reel,Music,Explore,0,417,10,24,77,11448,547,101,10
2025-02-19,8,Wednesday,carousel,Travel,Explore,1,213,10,6,37,8969,809,121,8
2025-05-07,3,Wednesday,carousel,Fitness,Home Feed,0,517,13,31,65,11143,193,129,14
2025-09-29,2,Monday,image,Travel,External,1,350,8,25,41,11367,209,92,5
2024-12-21,23,Saturday,reel,Music,Home Feed,1,188,9,9,32,5042,189,119,5
2025-03-24,9,Monday,carousel,Photography,External,0,137,5,4,13,11373,931,120,10
2025-09-25,4,Thursday,image,Travel,External,0,161,2,10,26,3574,888,113,10
2025-11-10,11,Monday,carousel,Photography,External,0,990,23,34,162,29077,306,122,9
2024-11-29,1,Friday,reel,Comedy,Reels Feed,0,825,21,46,149,24574,252,125,7
2025-06-17,11,Tuesday,carousel,Photography,Home Feed,0,213,4,15,31,4344,929,135,10
2025-09-18,20,Thursday,image,Lifestyle,Profile,0,357,12,20,57,13124,813,109,4
2025-02-05,5,Wednesday,reel,Beauty,Explore,0,80,2,4,5,5671,243,130,10
2024-12-15,14,Sunday,reel,Comedy,Hashtags,0,299,9,12,30,10657,823,118,11
2024-12-26,20,Thursday,reel,Beauty,Profile,1,141,4,8,26,2723,737,118,8
2025-01-08,22,Wednesday,image,Music,Profile,0,284,7,16,39,8242,303,116,8
2025-03-13,3,Thursday,carousel,Music,Profile,0,455,13,16,72,17635,14,117,14
2025-03-10,10,Monday,carousel,Lifestyle,Hashtags,0,101,1,10,10,2990,107,114,6
2025-08-10,9,Sunday,carousel,Fashion,External,0,162,4,10,19,3041,72,111,9
2025-04-28,6,Monday,reel,Beauty,Reels Feed,0,336,9,0,39,2476,798,132,1
2025-04-29,8,Tuesday,image,Travel,Home Feed,1,0,11,14,38,13481,128,124,4
2025-06-18,17,Wednesday,image,Lifestyle,Hashtags,0,253,9,20,39,5452,656,113,13
2025-03-10,14,Monday,image,Comedy,External,1,35,1,1,6,3457,652,131,12
2025-04-05,10,Saturday,reel,Food,Hashtags,0,229,8,8,28,4516,435,137,6
2025-07-11,9,Friday,carousel,Travel,External,1,426,10,23,57,7262,587,120,8
2025-03-28,1,Friday,carousel,Photography,Explore,0,190,2,9,24,6458,281,105,13
2024-12-31,22,Tuesday,carousel,Music,Reels Feed,0,168,8,10,27,9221,300,137,6
2025-02-18,4,Tuesday,image,Comedy,Profile,0,210,8,4,43,9365,806,128,9
2025-06-12,19,Thursday,image,Lifestyle,External,0,22,1,3,1,1964,38,113,4
2025-02-19,22,Wednesday,reel,Beauty,Profile,1,602,16,28,95,11248,940,118,10
2025-01-07,0,Tuesday,carousel,Beauty,Profile,0,167,5,7,17,8311,983,133,9
2025-09-10,18,Wednesday,carousel,Technology,Explore,1,458,10,20,78,9507,1000,123,6
2025-04-01,1,Tuesday,image,Music,Explore,0,307,7,15,46,5206,246,130,9
2025-03-16,17,Sunday,image,Travel,External,0,749,30,48,99,11964,192,107,6
2025-09-29,13,Monday,image,Photography,Profile,0,473,18,20,71,13135,625,109,9
2024-12-01,4,Sunday,reel,Photography,Hashtags,0,234,7,10,38,7020,368,95,9
2025-06-23,17,Monday,image,Music,Home Feed,1,49,2,4,5,5178,856,115,16
2025-10-30,12,Thursday,image,Technology,Reels Feed,1,369,8,25,57,6379,418,112,10
2025-07-25,18,Friday,carousel,Technology,Home Feed,0,170,5,6,21,3372,372,107,7
2025-10-30,14,Thursday,image,Travel,Home Feed,0,326,6,12,0,6768,189,123,4
2025-01-14,22,Tuesday,carousel,Technology,Reels Feed,0,124,0,5,21,5624,228,108,14
2025-11-12,17,Wednesday,carousel,Lifestyle,External,1,438,7,23,48,7501,879,124,7
2025-06-24,3,Tuesday,reel,Technology,Explore,1,501,19,15,70,13611,614,106,7
2025-02-18,1,Tuesday,reel,Beauty,Home Feed,0,138,6,6,17,3925,137,127,6
2025-10-23,23,Thursday,carousel,Fitness,Reels Feed,1,247,9,9,36,5591,171,122,13
2025-03-12,11,Wednesday,reel,Fashion,Explore,0,592,16,24,95,17511,814,115,7
2025-09-08,5,Monday,image,Beauty,Home Feed,0,416,10,16,60,6215,455,119,7
2025-07-14,23,Monday,reel,Beauty,Reels Feed,0,0,9,16,37,7957,156,139,10
2025-08-26,14,Tuesday,carousel,Food,Hashtags,1,277,10,13,37,11523,720,155,6
2025-05-16,21,Friday,reel,Food,Profile,0,1152,31,65,163,28317,426,131,9
2025-03-28,16,Friday,carousel,Music,External,0,1221,34,67,179,45921,679,107,9
2025-01-01,20,Wednesday,image,Food,Reels Feed,1,147,3,8,35,2924,672,123,7
2025-08-06,6,Wednesday,image,Music,Hashtags,0,114,3,3,10,4652,24,112,4
2025-02-04,2,Tuesday,carousel,Beauty,Reels Feed,0,184,6,9,29,3596,711,122,7
2025-11-06,1,Thursday,carousel,Fashion,External,1,109,3,7,13,4586,412,107,11
2025-10-24,7,Friday,image,Travel,Explore,0,358,0,24,44,7805,267,96,4
2025-06-02,2,Monday,image,Travel,Hashtags,0,452,22,24,63,12099,62,132,5
2025-08-10,17,Sunday,reel,Fitness,Explore,0,560,15,23,89,11662,825,144,15
2025-06-04,22,Wednesday,image,Comedy,Profile,0,132,3,12,29,5548,257,127,4
2025-07-25,15,Friday,carousel,Travel,Profile,0,131,5,2,19,10385,284,129,5
2025-04-18,5,Friday,carousel,Comedy,External,1,598,23,27,99,44989,444,132,8
2025-07-06,17,Sunday,image,Technology,External,0,403,10,22,69,12595,224,129,6
2025-09-25,1,Thursday,reel,Photography,Explore,0,343,10,11,56,8042,967,124,10
2025-11-03,0,Monday,reel,Beauty,Home Feed,0,138,4,2,26,6979,722,117,11
2025-05-18,8,Sunday,reel,Fashion,Hashtags,1,322,6,21,47,16006,257,121,4
2025-04-22,3,Tuesday,reel,Music,Explore,1,320,11,18,47,5220,172,117,11
2025-11-12,11,Wednesday,reel,Comedy,External,1,280,10,7,39,6795,559,141,9
2025-10-02,3,Thursday,image,Fitness,Explore,0,229,6,9,27,6795,78,146,11
2025-08-07,12,Thursday,carousel,Travel,Home Feed,0,150,8,6,21,13455,219,108,8
2025-07-03,19,Thursday,reel,Lifestyle,Home Feed,1,244,5,13,37,5862,156,132,11
2025-08-08,12,Friday,carousel,Travel,Profile,0,162,7,8,28,5674,147,109,15
2025-02-25,16,Tuesday,image,Food,External,0,559,14,30,81,18048,198,112,6
2025-04-24,11,Thursday,image,Beauty,Hashtags,0,63,3,4,11,4361,378,97,4
2025-11-08,9,Saturday,reel,Food,Home Feed,0,103,4,7,6,3083,956,140,8
2025-03-22,13,Saturday,reel,Travel,External,0,1029,25,42,134,17423,567,114,8
2025-11-15,10,Saturday,carousel,Lifestyle,Hashtags,0,306,6,17,52,9461,548,121,11
2025-04-21,7,Monday,image,Food,Home Feed,0,132,2,14,23,8152,396,123,10
2025-01-28,12,Tuesday,carousel,Fashion,Explore,0,115,3,4,14,10875,280,115,8
2024-12-06,5,Friday,image,Food,Reels Feed,0,404,10,25,63,7595,72,113,8
2025-08-29,11,Friday,reel,Lifestyle,Home Feed,0,442,17,15,58,10139,11,123,9
2025-05-29,15,Thursday,image,Food,Home Feed,0,430,8,15,0,8622,81,115,6
2025-10-01,6,Wednesday,reel,Comedy,Explore,0,193,7,5,31,6113,292,111,4
2025-08-09,0,Saturday,image,Technology,Explore,0,322,15,16,38,7410,332,135,4
2024-11-24,4,Sunday,image,Music,Hashtags,1,688,28,31,93,23015,203,111,4
2024-12-15,15,Sunday,carousel,Travel,Hashtags,1,123,4,8,16,2257,477,132,14
2025-09-26,15,Friday,image,Comedy,Profile,1,1091,39,63,167,27767,822,124,13
2025-09-06,14,Saturday,reel,Music,Hashtags,1,217,8,16,26,4715,375,113,15
2025-02-05,15,Wednesday,reel,Technology,Hashtags,0,83,0,4,15,5688,531,133,12
2025-01-10,5,Friday,reel,Comedy,Reels Feed,1,490,9,20,77,13716,180,120,10
2025-06-10,7,Tuesday,carousel,Fitness,Home Feed,0,97,4,6,20,3379,670,122,12
2025-04-02,16,Wednesday,carousel,Comedy,Hashtags,0,217,2,13,38,6024,101,107,7
2025-09-03,7,Wednesday,reel,Fashion,Home Feed,0,88,0,4,14,9564,987,125,7
2025-10-12,6,Sunday,image,Lifestyle,Reels Feed,0,833,27,39,109,14890,780,123,9
2025-10-27,1,Monday,carousel,Travel,Reels Feed,0,882,26,41,128,16265,906,128,15
2025-09-07,12,Sunday,image,Beauty,Home Feed,0,131,2,1,18,2753,971,126,7
2025-08-14,22,Thursday,image,Music,Hashtags,0,176,5,0,25,4285,868,118,9
2025-05-26,3,Monday,carousel,Food,External,1,673,20,26,103,12216,709,103,3
2024-12-06,10,Friday,image,Travel,Profile,0,142,6,5,22,4047,550,120,6
2025-11-13,21,Thursday,carousel,Beauty,Explore,1,100,6,3,9,3947,2,115,7
2025-01-14,3,Tuesday,reel,Technology,Home Feed,0,303,9,21,40,6887,436,109,6
2024-12-06,9,Friday,carousel,Comedy,Explore,0,168,8,14,30,18636,593,142,11
2025-02-27,15,Thursday,image,Beauty,Home Feed,1,158,2,5,14,4648,565,121,7
2025-03-17,1,Monday,image,Fitness,External,0,170,7,9,18,8361,608,97,9
2025-03-31,8,Monday,carousel,Travel,Hashtags,1,285,7,14,43,8460,244,133,10
2025-08-24,0,Sunday,carousel,Travel,Profile,0,0,6,10,40,5439,302,118,10
2025-10-25,5,Saturday,image,Travel,Profile,1,707,0,23,110,11031,140,120,9
2025-07-22,22,Tuesday,image,Lifestyle,External,0,79,1,4,10,5493,211,110,9
2025-06-05,7,Thursday,carousel,Technology,Reels Feed,0,180,0,5,23,4308,131,137,13
2025-03-03,3,Monday,image,Lifestyle,Hashtags,0,81,3,6,19,4327,162,120,6
2025-10-03,0,Friday,reel,Travel,Reels Feed,0,114,1,7,16,2614,29,125,7
2025-04-08,16,Tuesday,image,Fitness,External,0,265,9,11,32,8486,240,108,10
2025-04-13,14,Sunday,reel,Food,External,1,266,9,16,34,5611,906,110,8
2025-06-24,0,Tuesday,reel,Fitness,Hashtags,0,58,1,5,11,2376,208,113,8
2025-06-19,18,Thursday,reel,Music,Reels Feed,1,256,7,18,41,8521,279,136,9
2025-06-11,13,Wednesday,carousel,Technology,Profile,1,106,0,2,13,4072,391,134,10
2025-02-02,21,Sunday,reel,Comedy,Explore,0,210,4,9,30,4818,345,116,10
2025-04-25,22,Friday,image,Travel,Profile,0,92,4,6,12,2101,420,118,9
2025-05-13,6,Tuesday,image,Beauty,Hashtags,0,157,6,5,28,6080,370,115,7
2025-05-10,1,Saturday,carousel,Food,Profile,0,199,10,7,33,9013,126,119,13
2025-03-06,10,Thursday,image,Comedy,Explore,0,517,21,28,73,9115,127,107,10
2024-12-16,15,Monday,carousel,Photography,Profile,1,188,0,8,29,8106,932,93,12
2025-10-01,14,Wednesday,image,Fitness,Profile,0,67,2,3,5,5582,450,122,9
2025-11-05,5,Wednesday,reel,Food,Hashtags,0,0,3,10,18,3979,825,129,13
2025-04-26,8,Saturday,reel,Photography,Home Feed,0,643,18,31,92,25850,911,111,5
2025-09-01,3,Monday,carousel,Lifestyle,External,1,127,4,10,21,7439,479,114,4
2025-05-02,12,Friday,reel,Photography,Profile,1,294,12,0,42,4865,343,123,3
2025-01-20,23,Monday,carousel,Comedy,Reels Feed,0,923,32,48,0,31054,653,119,9
2025-02-15,7,Saturday,reel,Technology,Explore,0,154,5,7,17,4732,849,119,12
2025-01-02,2,Thursday,image,Fitness,Explore,0,286,0,15,38,7592,946,92,10
2025-06-12,22,Thursday,carousel,Food,Home Feed,0,218,5,20,30,6467,297,115,8
2025-03-20,23,Thursday,image,Photography,Profile,0,220,7,10,36,6733,647,148,14
2025-02-13,21,Thursday,image,Fitness,External,0,114,3,5,18,3225,770,119,8
2025-08-02,3,Saturday,carousel,Food,Hashtags,0,335,5,16,51,7664,905,112,9
2025-02-12,7,Wednesday,image,Food,Profile,1,222,5,14,30,5462,526,132,7
2025-10-28,19,Tuesday,reel,Comedy,Hashtags,0,268,13,12,42,6296,940,116,7
2025-09-16,5,Tuesday,carousel,Fitness,Explore,1,288,15,15,46,9168,463,110,8
2025-10-20,1,Monday,image,Comedy,Explore,1,152,7,10,25,6056,256,130,7
2025-02-18,1,Tuesday,image,Photography,Home Feed,0,189,6,12,26,8734,907,111,6
2024-12-28,3,Saturday,image,Music,Reels Feed,1,913,30,37,149,17796,786,120,4
2025-01-26,21,Sunday,carousel,Technology,Home Feed,0,94,0,3,12,4058,226,110,7
2025-05-25,18,Sunday,carousel,Music,Home Feed,0,228,11,14,33,11001,547,109,12
2025-07-25,12,Friday,image,Fashion,Home Feed,0,520,15,35,85,10062,326,107,4
2025-06-07,2,Saturday,reel,Travel,Home Feed,0,262,9,14,46,4383,518,121,7
2024-12-04,5,Wednesday,carousel,Music,Explore,0,163,8,11,25,4749,535,124,6
2024-11-25,9,Monday,image,Lifestyle,Home Feed,1,3372,93,198,0,24601,982,116,8
2025-10-31,14,Friday,image,Technology,Reels Feed,0,408,18,15,74,16700,70,113,16
2025-10-09,23,Thursday,reel,Travel,Explore,0,107,3,4,21,8652,264,123,10
2025-07-31,5,Thursday,carousel,Photography,External,0,129,5,3,11,3348,917,118,13
2025-07-11,7,Friday,image,Comedy,Hashtags,0,0,0,3,7,3627,54,118,9
2024-12-20,3,Friday,reel,Lifestyle,Reels Feed,0,106,2,9,19,10369,453,102,4
2025-05-18,4,Sunday,reel,Travel,External,1,324,8,20,32,6721,156,131,10
2025-06-20,18,Friday,carousel,Travel,Explore,0,180,5,8,23,9675,602,122,6
2025-09-26,15,Friday,image,Food,Profile,0,239,11,14,36,5085,987,128,5
2025-03-14,22,Friday,image,Fashion,Profile,1,666,16,27,105,17752,2,125,8
2024-12-20,10,Friday,carousel,Comedy,Profile,1,940,22,59,140,20021,188,122,7
2025-06-12,6,Thursday,image,Photography,Profile,0,117,2,7,15,4767,595,140,6
2024-11-22,21,Friday,carousel,Fitness,Explore,0,175,3,8,25,7785,635,127,9
2025-10-19,3,Sunday,image,Music,External,1,142,2,12,16,6679,147,125,6
2025-03-24,6,Monday,image,Technology,Reels Feed,1,220,4,11,29,9377,962,114,11
2025-03-27,11,Thursday,carousel,Fashion,Reels Feed,1,726,11,0,95,23357,258,136,8
2024-12-08,2,Sunday,carousel,Food,Profile,0,268,10,15,40,4492,848,128,7
2024-12-17,12,Tuesday,image,Food,Profile,1,95,5,2,11,2947,760,129,7
2025-01-05,5,Sunday,image,Travel,Explore,0,164,4,8,22,5330,432,118,11
2025-11-16,11,Sunday,image,Beauty,Profile,0,260,8,12,33,15250,775,121,8
2025-07-17,3,Thursday,carousel,Music,Profile,0,144,5,8,19,5745,64,114,13
2025-06-25,20,Wednesday,image,Fashion,Profile,0,33,0,0,7,685,450,135,11
2025-07-16,21,Wednesday,carousel,Travel,External,0,229,9,16,36,4140,510,124,13
2025-02-09,22,Sunday,image,Fashion,Hashtags,0,33,1,4,8,4516,699,124,3
2025-01-22,6,Wednesday,carousel,Lifestyle,Profile,0,111,2,5,0,3792,385,141,16
2025-03-02,6,Sunday,carousel,Comedy,Explore,0,224,9,13,48,17096,842,133,5
2025-07-07,20,Monday,reel,Technology,Explore,0,51,1,2,7,1838,155,114,10
2025-06-17,11,Tuesday,reel,Music,Reels Feed,0,79,2,6,11,4765,408,115,10
2025-04-16,13,Wednesday,reel,Food,Hashtags,0,903,21,45,111,24215,693,129,5
2025-08-20,9,Wednesday,reel,Beauty,Explore,0,42,1,4,4,4306,977,127,4
2025-02-15,6,Saturday,reel,Photography,Profile,0,491,13,24,72,25329,914,134,9
2025-08-08,4,Friday,image,Fitness,Profile,0,93,3,4,19,2669,301,107,13
2025-01-13,4,Monday,reel,Comedy,Explore,0,390,9,20,53,7054,686,117,5
2025-06-26,18,Thursday,image,Music,Profile,0,181,4,11,34,5814,563,106,6
2025-06-02,11,Monday,image,Lifestyle,Home Feed,1,654,18,30,118,12236,132,103,11
2025-03-24,8,Monday,carousel,Music,Reels Feed,0,367,10,21,43,12935,70,122,9
2025-06-18,0,Wednesday,image,Photography,Reels Feed,0,567,17,30,88,15699,918,106,5
2025-03-09,19,Sunday,image,Technology,Profile,1,269,7,15,36,8740,370,130,9
2025-09-12,10,Friday,carousel,Technology,Reels Feed,1,187,7,14,33,4385,212,103,10
2025-05-24,10,Saturday,carousel,Fashion,Profile,1,100,1,3,13,2697,712,119,9
